Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
7.35,reg,0.024044279,,Tier 3,Grocery Store,378.1318064
15.35,Low Fat,0.014007727,High,Tier 3,Supermarket Type1,1914.652082
14.5,Regular,0.041214746,High,Tier 3,Supermarket Type1,1893.06941
12.6,Regular,0.031663212,Medium,Tier 3,Supermarket Type2,1182.296476
10.8,Regular,0,High,Tier 3,Supermarket Type1,1850
18.85,Low Fat,0.042716162,Medium,Tier 1,Supermarket Type1,2047.671237
12.15,Low Fat,0.06479182,,Tier 2,Supermarket Type1,1565.893281
11.6,Regular,0.009761175,Small,Tier 2,Supermarket Type1,1461.654843
15.3,Low Fat,0.02295878,High,Tier 3,Supermarket Type1,1923.32612
20.35,Regular,0.030927632,Small,Tier 1,Supermarket Type1,1683.185349
14.5,Low Fat,0.103752817,,Tier 3,Grocery Store,507.2804128
6.89,Regular,0.136428395,Small,Tier 1,Supermarket Type1,1812.895504
14.6,Regular,0.071904258,,Tier 3,Grocery Store,431.3237158
16.85,reg,0.026627857,Medium,Tier 3,Supermarket Type2,1178.944481
8.93,Low Fat,0.028393624,High,Tier 3,Supermarket Type1,1932.624274
8.31,Regular,0.116331694,,Tier 2,Supermarket Type1,1567.146016
19,Low Fat,0.112893408,,Tier 3,Grocery Store,532.536861
,Regular,0.017937483,Medium,Tier 3,Supermarket Type3,769.0675444
,Regular,0.164438907,Small,Tier 1,Grocery Store,928.9095308
5.19,Regular,0.044252621,Small,Tier 1,Supermarket Type1,1702.572114
17,Low Fat,0.120060274,,Tier 2,Supermarket Type1,1643.111847
11.65,Regular,0.010909704,High,Tier 3,Supermarket Type1,1863.069825
20.25,Low Fat,0.059055045,,Tier 2,Supermarket Type1,1561.358192
10,Low Fat,0.149223055,,Tier 3,Grocery Store,561.9070147
,Regular,0.084404264,Small,Tier 1,Grocery Store,834.7418811
11.1,Regular,0.054079556,,Tier 2,Supermarket Type1,1507.053932
11.8,reg,0.057655493,Medium,Tier 3,Supermarket Type2,1213.70932
9.695,Regular,0.030413777,Medium,Tier 3,Supermarket Type2,1182.664396
13.65,Low Fat,0.049496899,,Tier 2,Supermarket Type1,1558.356844
17.75,Regular,0.029653914,Small,Tier 1,Supermarket Type1,1680.45457
11.3,Low Fat,0.047912071,Medium,Tier 3,Supermarket Type2,1254.236464
,Low Fat,0.066611321,Medium,Tier 3,Supermarket Type3,871.1408908
19.35,Low Fat,0.016611475,Small,Tier 1,Supermarket Type1,1719.883936
6.905,Regular,0.03822479,,Tier 2,Supermarket Type1,1495.831523
13.5,Regular,0.129016487,Medium,Tier 1,Supermarket Type1,2088.82174
16.85,Regular,0.080141165,,Tier 2,Supermarket Type1,1542.482904
20.6,Regular,0.0480335,,Tier 2,Supermarket Type1,1501.443879
6.175,Regular,0.179355893,Medium,Tier 1,Supermarket Type1,2161.101886
18.5,Regular,0.062510529,Medium,Tier 3,Supermarket Type2,1221.324514
13.35,Low Fat,0.038519399,Small,Tier 2,Supermarket Type1,1541.02316
,Low Fat,0.047827139,Medium,Tier 3,Supermarket Type3,854.5229385
8.115,Regular,0.032208865,Medium,Tier 1,Supermarket Type1,1987.201239
15.85,Low Fat,0.078874948,Medium,Tier 3,Supermarket Type2,1281.714446
,Regular,0.097275777,Small,Tier 1,Grocery Store,847.4703286
16.35,Low Fat,0.020664178,,Tier 2,Supermarket Type1,1524.776349
21.35,Low Fat,0.078060605,Medium,Tier 3,Supermarket Type2,1290.081938
12.15,Low Fat,0.131714183,Medium,Tier 3,Supermarket Type2,1342.119603
16.6,Low Fat,0.135944247,Medium,Tier 1,Supermarket Type1,2163.133096
11.6,Regular,0.077478931,Medium,Tier 3,Supermarket Type2,1229.260946
20.6,Regular,0.046114018,,Tier 2,Supermarket Type1,1502.154954
,Regular,0.161030847,Small,Tier 1,Grocery Store,937.7619676
20.1,Regular,0.054455495,Small,Tier 1,Supermarket Type1,1705.707971
13.65,Regular,0,Medium,Tier 3,Supermarket Type2,1150
13.3,Low Fat,0.080257683,,Tier 2,Supermarket Type1,1594.784324
,Low Fat,0.059037538,Medium,Tier 3,Supermarket Type3,862.4617152
,LF,0.094916347,Medium,Tier 3,Supermarket Type3,897.0045066
16.35,Low Fat,0.034393057,,Tier 3,Grocery Store,437.2476807
5.32,Low Fat,0.093261677,Medium,Tier 3,Supermarket Type2,1293.914509
15,Regular,0.16143544,Small,Tier 1,Supermarket Type1,1818.86147
8.27,Regular,0.089479661,High,Tier 3,Supermarket Type1,1946.280115
,Low Fat,0.008722342,Medium,Tier 3,Supermarket Type3,810.0655827
13.1,Low Fat,0.020988798,,Tier 2,Supermarket Type1,1524.850737
12.5,Low Fat,0.081260969,Medium,Tier 1,Supermarket Type1,2084.105103
19.1,Low Fat,0.045308131,Small,Tier 1,Supermarket Type1,1746.576759
11.3,Low Fat,0.06705851,,Tier 2,Supermarket Type1,1571.082021
13.65,Low Fat,0.035930784,High,Tier 3,Supermarket Type1,1942.685771
,low fat,0.018813776,Medium,Tier 3,Supermarket Type3,819.9426026
,Low Fat,0.032099989,Medium,Tier 3,Supermarket Type3,834.8605881
18.85,Regular,0.06823032,Medium,Tier 3,Supermarket Type2,1220.891302
5.59,Regular,0.056592115,Small,Tier 2,Supermarket Type1,1509.13876
18.6,Low Fat,0.012643035,High,Tier 3,Supermarket Type1,1913.907339
9.31,Low Fat,0.063529046,,Tier 3,Grocery Store,467.721963
6.17,Low Fat,0.010630949,Small,Tier 1,Supermarket Type1,1712.119282
5.175,Regular,0.029490377,Small,Tier 2,Supermarket Type1,1480.463559
,Low Fat,0.129983688,Small,Tier 1,Grocery Store,950.5211107
19.2,Regular,0.094300933,Medium,Tier 3,Supermarket Type2,1257.408763
12.85,Regular,0.152001201,High,Tier 3,Supermarket Type1,2013.553292
16.25,Low Fat,0.039113587,High,Tier 3,Supermarket Type1,1945.762897
6.13,Low Fat,0.02848169,,Tier 2,Supermarket Type1,1532.69698
12.3,Low Fat,0.05271592,Medium,Tier 3,Supermarket Type2,1261.730342
,Low Fat,0.182493512,Small,Tier 1,Grocery Store,995.8155384
10.1,Low Fat,0.050562853,,Tier 3,Grocery Store,457.1865867
11.15,Low Fat,0.07366703,Medium,Tier 3,Supermarket Type2,1287.8111
19.35,Low Fat,0.03322326,Medium,Tier 3,Supermarket Type2,1236.113684
17.25,Low Fat,0.037396492,,Tier 2,Supermarket Type1,1542.220639
19.85,Low Fat,0.054015429,Small,Tier 2,Supermarket Type1,1554.285506
9.5,Regular,0.02210346,,Tier 2,Supermarket Type1,1474.755875
9.395,Low Fat,0.099274694,Medium,Tier 1,Supermarket Type1,2109.202163
4.59,Low Fat,0.070721656,High,Tier 3,Supermarket Type1,1978.359595
5.98,Low Fat,0.043554614,Small,Tier 2,Supermarket Type1,1547.997185
6.46,Regular,0.04923932,Medium,Tier 1,Supermarket Type1,2004.655645
7.02,Low Fat,0.08114883,Small,Tier 2,Supermarket Type1,1595.836768
8.52,Low Fat,0.027054244,Small,Tier 2,Supermarket Type1,1530.003157
12.6,Regular,0.036773101,,Tier 3,Grocery Store,388.4646636
5.94,Regular,0.049163321,,Tier 3,Grocery Store,406.6853091
16.25,Low Fat,0.078168739,Small,Tier 1,Supermarket Type1,1790.753906
10.695,Low Fat,0.05337973,Medium,Tier 1,Supermarket Type1,2059.30488
5.88,Regular,0.030418998,,Tier 2,Supermarket Type1,1484.708077
9.3,LF,0.111673587,Medium,Tier 3,Supermarket Type2,1313.237017
19.5,Regular,0.027341529,Small,Tier 2,Supermarket Type1,1482.290346
5.82,Regular,0.077634044,Medium,Tier 3,Supermarket Type2,1242.306878
8.68,Low Fat,0.008835694,Small,Tier 1,Supermarket Type1,1709.401178
15.7,Low Fat,0.055990291,Small,Tier 1,Supermarket Type1,1761.029417
,Regular,0.00799548,Medium,Tier 3,Supermarket Type3,758.4032495
12.8,Low Fat,0.076369874,Medium,Tier 3,Supermarket Type2,1285.228779
15.1,Low Fat,0.095351065,,Tier 2,Supermarket Type1,1613.944523
7.31,Low Fat,0.026783871,Small,Tier 2,Supermarket Type1,1532.113861
,Low Fat,0.01520491,Medium,Tier 3,Supermarket Type3,817.227163
12.35,Low Fat,0.099757833,Small,Tier 1,Supermarket Type1,1801.75299
16.6,LF,0,High,Tier 3,Supermarket Type1,1900
14.35,Regular,0.090896452,Small,Tier 2,Supermarket Type1,1541.623624
7.075,Low Fat,0.022602061,Medium,Tier 1,Supermarket Type1,2023.415735
18.25,Low Fat,0.044250304,Small,Tier 1,Supermarket Type1,1752.480861
13.1,Low Fat,0.075885921,Medium,Tier 3,Supermarket Type2,1277.100096
7.68,Low Fat,0.153177941,Medium,Tier 3,Supermarket Type2,1377.83959
19.7,Regular,0,,Tier 2,Supermarket Type1,1450
8.52,Low Fat,0.027114238,,Tier 2,Supermarket Type1,1530.801774
17.75,Regular,0.049634572,,Tier 3,Grocery Store,402.9600883
,reg,0,Medium,Tier 3,Supermarket Type3,750
5.785,Regular,0.040587146,,Tier 2,Supermarket Type1,1495.051732
5.945,LF,0.093008616,Small,Tier 2,Supermarket Type1,1606.494865
18.25,Regular,0.17179432,,Tier 2,Supermarket Type1,1635.194277
8.68,Low Fat,0.008828341,High,Tier 3,Supermarket Type1,1909.94954
11.65,LF,0.033858187,Small,Tier 1,Supermarket Type1,1734.806216
19.25,reg,0.034841089,Medium,Tier 3,Supermarket Type2,1187.698058
16.2,Low Fat,0.08425957,,Tier 3,Grocery Store,491.505893
13,Regular,0.083444376,High,Tier 3,Supermarket Type1,1933.694709
17.75,low fat,0.030497325,,Tier 2,Supermarket Type1,1535.80386
12.15,Low Fat,0.131179812,Small,Tier 1,Supermarket Type1,1845.609591
6.32,Low Fat,0.012737719,Medium,Tier 1,Supermarket Type1,2013.896851
17.25,Regular,0.159165324,Small,Tier 2,Supermarket Type1,1626.355179
7.72,Low Fat,0.122015744,Medium,Tier 3,Supermarket Type2,1335.437476
18.85,Regular,0.068091318,,Tier 2,Supermarket Type1,1520.134058
19.7,Low Fat,0.067314073,,Tier 2,Supermarket Type1,1568.391098
14.5,Regular,0.041249072,Small,Tier 1,Supermarket Type1,1692.486544
17.7,Low Fat,0.174340475,Small,Tier 2,Supermarket Type1,1704.675718
15.7,Regular,0.11454343,Small,Tier 2,Supermarket Type1,1570.614232
9.695,Low Fat,0.029693277,Medium,Tier 3,Supermarket Type2,1234.236348
11.8,Regular,0.107057186,Small,Tier 1,Supermarket Type1,1766.585276
,Low Fat,0.009921107,Small,Tier 1,Grocery Store,810.5262945
,Low Fat,0.031583053,Medium,Tier 3,Supermarket Type3,834.5202769
15.2,Low Fat,0.097043739,Small,Tier 2,Supermarket Type1,1598.88757
8.77,reg,0.046762633,Small,Tier 2,Supermarket Type1,1505.694296
19.7,Low Fat,0.064909488,Small,Tier 2,Supermarket Type1,1577.242291
10.5,LF,0.011305479,Medium,Tier 1,Supermarket Type1,2012.809108
15.1,Regular,0,,Tier 3,Grocery Store,350
5.405,Regular,0.053576661,High,Tier 3,Supermarket Type1,1911.184547
20.35,Regular,0.150947728,High,Tier 3,Supermarket Type1,2025.099364
,low fat,0.10818157,Small,Tier 1,Grocery Store,908.2897516
5.785,Regular,0.038749536,Small,Tier 2,Supermarket Type1,1490.609514
11.8,Low Fat,0.113790879,Medium,Tier 3,Supermarket Type2,1328.014739
,Low Fat,0.065313024,Medium,Tier 3,Supermarket Type3,872.5627697
12.5,Low Fat,0,,Tier 2,Supermarket Type1,1500
6.11,Regular,0.152813518,,Tier 2,Supermarket Type1,1620.6927
7.105,Low Fat,0.044771473,High,Tier 3,Supermarket Type1,1944.950559
8.5,Low Fat,0.098083231,,Tier 2,Supermarket Type1,1602.398893
16.7,Regular,0.06121901,,Tier 2,Supermarket Type1,1515.626779
17.1,Regular,0.047073322,,Tier 2,Supermarket Type1,1498.061862
8.325,Low Fat,0.029953314,,Tier 2,Supermarket Type1,1534.715891
15.85,Low Fat,0,High,Tier 3,Supermarket Type1,1900
,Low Fat,0.040520754,Small,Tier 1,Grocery Store,844.8564747
,Low Fat,0.052554508,Medium,Tier 3,Supermarket Type3,860.0698026
12.15,Low Fat,0.018514652,,Tier 2,Supermarket Type1,1521.069674
15.85,Low Fat,0.07871426,,Tier 2,Supermarket Type1,1581.233116
17.1,Low Fat,0.054197299,Small,Tier 2,Supermarket Type1,1562.489486
15.5,Low Fat,0.103442268,Small,Tier 1,Supermarket Type1,1809.855689
14.15,LF,0.095360186,Small,Tier 2,Supermarket Type1,1614.432223
,low fat,0.053031857,Medium,Tier 3,Supermarket Type3,861.7821134
6.865,Low Fat,0.013990601,Small,Tier 2,Supermarket Type1,1516.5229
16.5,Regular,0.066237024,Small,Tier 2,Supermarket Type1,1521.204801
14.5,Low Fat,0.089761211,Small,Tier 2,Supermarket Type1,1594.967361
19.35,Regular,0.01863822,Medium,Tier 3,Supermarket Type2,1171.732165
8.51,Low Fat,0.016176344,Medium,Tier 3,Supermarket Type2,1217.907213
6.65,Low Fat,0.089196394,,Tier 3,Grocery Store,504.8949593
7.39,Low Fat,0.092782895,Small,Tier 1,Supermarket Type1,1799.092132
10.895,Low Fat,0.0358031,Medium,Tier 1,Supermarket Type1,2040.564912
8.63,Regular,0.028271345,Small,Tier 2,Supermarket Type1,1482.059705
7.75,Low Fat,0.043238822,Small,Tier 1,Supermarket Type1,1748.557197
12.15,Low Fat,0.037955309,Medium,Tier 1,Supermarket Type1,2043.572695
18.25,Low Fat,0.089186083,Medium,Tier 3,Supermarket Type2,1297.747947
19.85,Low Fat,0.044566659,Medium,Tier 1,Supermarket Type1,2049.558125
9.3,Low Fat,0.028638276,Medium,Tier 3,Supermarket Type2,1231.473465
,Regular,0.057762301,Medium,Tier 3,Supermarket Type3,818.2172775
5.98,LF,0.075711199,,Tier 2,Supermarket Type1,1575.78691
,Low Fat,0.027767577,Small,Tier 1,Grocery Store,829.7113074
7.02,Low Fat,0.049865399,Small,Tier 1,Supermarket Type1,1752.009611
7.72,Low Fat,0.052061483,Medium,Tier 1,Supermarket Type1,2055.653725
5.925,Regular,0.096387053,High,Tier 3,Supermarket Type1,1962.001756
9.695,Regular,0.128176489,High,Tier 3,Supermarket Type1,1999.838316
12.6,Low Fat,0.064110725,Small,Tier 1,Supermarket Type1,1769.239583
15.6,Regular,0.035561344,Medium,Tier 1,Supermarket Type1,1985.881396
16.7,Regular,0.119647957,Medium,Tier 1,Supermarket Type1,2090.825645
18,Regular,0.238831875,,Tier 3,Grocery Store,605.5501063
,Regular,0.075676339,Medium,Tier 3,Supermarket Type3,838.844022
20.85,LF,0.021416681,Medium,Tier 3,Supermarket Type2,1223.451266
,Low Fat,0.024766802,Medium,Tier 3,Supermarket Type3,825.9803753
18.7,reg,0.070691729,Small,Tier 1,Supermarket Type1,1730.235112
,Regular,0.030693309,Medium,Tier 3,Supermarket Type3,784.8369057
18.85,Low Fat,0.055671582,,Tier 2,Supermarket Type1,1565.080079
11.65,Low Fat,0.040507228,Small,Tier 2,Supermarket Type1,1545.570632
16.5,Low Fat,0.035626319,High,Tier 3,Supermarket Type1,1936.053835
15.6,Low Fat,0.143688905,Medium,Tier 3,Supermarket Type2,1344.40735
12.3,Regular,0.106542886,,Tier 2,Supermarket Type1,1575.50752
,Regular,0.208662546,Small,Tier 1,Grocery Store,994.7611665
10.65,Low Fat,0.024107056,,Tier 2,Supermarket Type1,1527.699007
16.2,Low Fat,0.104058452,,Tier 2,Supermarket Type1,1615.712999
10.5,Regular,0.048403392,Medium,Tier 3,Supermarket Type2,1204.79264
,Regular,0.026391403,Medium,Tier 3,Supermarket Type3,780.323722
7.55,Regular,0.031007381,,Tier 2,Supermarket Type1,1485.069348
,Low Fat,0.150672399,Medium,Tier 3,Supermarket Type3,967.9997249
13.35,Regular,0.149598628,Medium,Tier 1,Supermarket Type1,2122.936014
16,Low Fat,0.077290355,,Tier 2,Supermarket Type1,1583.860035
,Regular,0.078758649,Small,Tier 1,Grocery Store,841.4387915
16.85,Low Fat,0.036359891,High,Tier 3,Supermarket Type1,1943.631869
8.185,Low Fat,0.046747071,,Tier 2,Supermarket Type1,1552.309972
19.7,Low Fat,0,Medium,Tier 1,Supermarket Type1,2000
10.8,Low Fat,0.041865848,Small,Tier 1,Supermarket Type1,1749.987823
12.6,Regular,0.031713126,,Tier 2,Supermarket Type1,1487.516628
16.7,Low Fat,0.07044068,Medium,Tier 3,Supermarket Type2,1284.106172
13.1,Low Fat,0.006087409,Medium,Tier 3,Supermarket Type2,1206.957908
14.85,Regular,0.035456465,,Tier 2,Supermarket Type1,1489.569415
,Low Fat,0.142107998,Small,Tier 1,Grocery Store,960.1557137
13,Regular,0.030064132,High,Tier 3,Supermarket Type1,1880.154324
12.1,Low Fat,0.029781363,Small,Tier 1,Supermarket Type1,1734.725069
11.3,Low Fat,0.056387854,High,Tier 3,Supermarket Type1,1958.361429
10,Low Fat,0.038653608,High,Tier 3,Supermarket Type1,1939.774563
20.6,Low Fat,0.083172413,,Tier 2,Supermarket Type1,1585.584413
11.5,Regular,0.020565921,Small,Tier 2,Supermarket Type1,1471.306294
11.8,LF,0.008609602,,Tier 2,Supermarket Type1,1508.635431
8.895,Low Fat,0.121180705,,Tier 3,Grocery Store,541.296702
9.3,Low Fat,0.174703862,,Tier 2,Supermarket Type1,1705.277038
,Regular,0.127800388,Medium,Tier 3,Supermarket Type3,888.7912214
19.1,Low Fat,0.296713665,,Tier 3,Grocery Store,740.6272874
17.85,Low Fat,0.018125948,,Tier 2,Supermarket Type1,1521.551752
6.445,Low Fat,0.029859711,,Tier 2,Supermarket Type1,1530.307607
12.65,Low Fat,0.116203156,,Tier 3,Grocery Store,527.4748621
13.15,Low Fat,0.09264951,Small,Tier 2,Supermarket Type1,1598.949677
,Low Fat,0.081197035,Small,Tier 1,Grocery Store,895.000531
15,Low Fat,0.049070183,Small,Tier 2,Supermarket Type1,1555.253026
11.65,Low Fat,0.131394793,High,Tier 3,Supermarket Type1,2043.745904
20.1,Regular,0,,Tier 3,Grocery Store,350
17.35,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
18.1,Low Fat,0.022526293,,Tier 2,Supermarket Type1,1525.972816
8.5,low fat,0.163838951,,Tier 3,Grocery Store,581.2058798
14.1,Low Fat,0.11349714,,Tier 2,Supermarket Type1,1624.960351
11.8,Regular,0.094185483,,Tier 2,Supermarket Type1,1558.124934
6.035,low fat,0.14113846,High,Tier 3,Supermarket Type1,2054.123198
,Low Fat,0.164006137,Small,Tier 1,Grocery Store,980.0787384
12.5,Low Fat,0.17314115,,Tier 3,Grocery Store,598.2466168
20.85,Low Fat,0.039555016,Small,Tier 2,Supermarket Type1,1544.301618
14,Regular,0.037580877,Medium,Tier 1,Supermarket Type1,1994.608501
17.25,Low Fat,0.035064318,Small,Tier 1,Supermarket Type1,1735.590283
11.5,Low Fat,0.017678008,,Tier 2,Supermarket Type1,1519.587233
6.675,Low Fat,0.041986639,Medium,Tier 1,Supermarket Type1,2046.941062
5.8,Low Fat,0.130955811,Small,Tier 1,Supermarket Type1,1844.706171
8.895,Low Fat,0.026492726,,Tier 2,Supermarket Type1,1526.969595
7.67,Low Fat,0.185130961,Medium,Tier 1,Supermarket Type1,2214.751915
10.895,Low Fat,0.026934673,,Tier 2,Supermarket Type1,1529.466532
8.21,Low Fat,0,,Tier 2,Supermarket Type1,1500
8.575,Low Fat,0.023866079,High,Tier 3,Supermarket Type1,1926.300419
7.75,Low Fat,0.043414959,Medium,Tier 3,Supermarket Type2,1246.193516
,Low Fat,0.030554947,Medium,Tier 3,Supermarket Type3,831.0438262
,Low Fat,0.023463124,Medium,Tier 3,Supermarket Type3,826.1379201
12.35,Regular,0.033951827,,Tier 2,Supermarket Type1,1490.606385
17.7,Low Fat,0.174228338,High,Tier 3,Supermarket Type1,2076.493306
8.52,Low Fat,0.027169589,Medium,Tier 3,Supermarket Type2,1227.957507
18.2,Low Fat,0.1630653,Small,Tier 2,Supermarket Type1,1679.045699
,Low Fat,0.058444176,Small,Tier 1,Grocery Store,866.3925839
16,Low Fat,0.057049301,Small,Tier 2,Supermarket Type1,1564.294562
8.63,Regular,0.032960823,Medium,Tier 1,Supermarket Type1,1984.345178
10.8,Regular,0,,Tier 2,Supermarket Type1,1450
18.75,Low Fat,0.053025371,Medium,Tier 3,Supermarket Type2,1260.873126
5.78,Low Fat,0.096306016,High,Tier 3,Supermarket Type1,2007.670126
13.8,Regular,0.014762987,,Tier 2,Supermarket Type1,1466.682175
17.75,Regular,0.067446626,High,Tier 3,Supermarket Type1,1927.9683
11.5,Regular,0.042173667,Medium,Tier 3,Supermarket Type2,1193.776266
11.8,LF,0.008578539,,Tier 2,Supermarket Type1,1510.208461
15.1,Low Fat,0.056155909,,Tier 2,Supermarket Type1,1566.825532
,Low Fat,0.305305397,Small,Tier 1,Grocery Store,1113.243337
8.85,Regular,0.112571187,High,Tier 3,Supermarket Type1,1973.940877
12.6,Low Fat,0.083221904,,Tier 2,Supermarket Type1,1597.03674
13.8,Regular,0.064195136,Small,Tier 2,Supermarket Type1,1518.303625
6.115,Regular,0.007055292,Medium,Tier 1,Supermarket Type1,1958.106531
17.25,Low Fat,0.070703828,,Tier 3,Grocery Store,484.2082591
,Low Fat,0.102941345,Medium,Tier 3,Supermarket Type3,907.7795882
6.26,Regular,0.009887927,,Tier 2,Supermarket Type1,1460.35266
13.5,Low Fat,0.101231721,,Tier 3,Grocery Store,506.9006974
19.6,Low Fat,0.069112952,,Tier 3,Grocery Store,480.7930409
,Regular,0.138846289,Medium,Tier 3,Supermarket Type3,900.370531
11.5,Low Fat,0.171050595,Small,Tier 2,Supermarket Type1,1692.089818
14.65,Low Fat,0,Medium,Tier 1,Supermarket Type1,2000
8.89,Low Fat,0.005496816,Medium,Tier 3,Supermarket Type2,1205.832122
8.02,LF,0.033259081,,Tier 3,Grocery Store,439.6448246
18.7,Regular,0.092095924,,Tier 2,Supermarket Type1,1558.765286
7.405,Low Fat,0.015295536,Medium,Tier 1,Supermarket Type1,2018.064028
5.98,Low Fat,0.043526599,High,Tier 3,Supermarket Type1,1946.834621
,Regular,0.049435598,Medium,Tier 3,Supermarket Type3,807.6913429
,Low Fat,0.027610698,Small,Tier 1,Grocery Store,830.1508822
15.2,Low Fat,0.012141036,,Tier 2,Supermarket Type1,1512.638818
12.1,Low Fat,0.029949818,,Tier 2,Supermarket Type1,1529.979768
,Low Fat,0.053939315,Small,Tier 1,Grocery Store,863.864149
9.285,Regular,0,Small,Tier 1,Supermarket Type1,1650
,Regular,0.073541072,Small,Tier 1,Grocery Store,836.9255471
8.155,Low Fat,0.199935881,,Tier 3,Grocery Store,632.5254296
9.3,Low Fat,0.043033346,Medium,Tier 1,Supermarket Type1,2051.037548
13.85,Low Fat,0.034570357,Small,Tier 1,Supermarket Type1,1738.407667
16.7,Regular,0.054739692,,Tier 2,Supermarket Type1,1515.578151
11.15,Regular,0.105471384,Medium,Tier 1,Supermarket Type1,2058.002697
16.7,Regular,0.042610897,Small,Tier 2,Supermarket Type1,1493.590948
17,Low Fat,0.126758324,Medium,Tier 3,Supermarket Type2,1337.786298
7.365,Low Fat,0.042524835,High,Tier 3,Supermarket Type1,1949.498908
16.5,Low Fat,0.073813788,Small,Tier 2,Supermarket Type1,1586.288318
13.8,Low Fat,0.097251621,,Tier 3,Grocery Store,499.0021502
,Low Fat,0.014008751,Small,Tier 1,Grocery Store,814.625136
18.7,Low Fat,0.02442574,,Tier 3,Grocery Store,428.4559871
7.905,Low Fat,0.010012319,Small,Tier 1,Supermarket Type1,1710.983514
13.65,Regular,0.184454044,Medium,Tier 1,Supermarket Type1,2156.404075
17.6,Low Fat,0.105042025,Medium,Tier 1,Supermarket Type1,2119.642866
15.5,Low Fat,0.053589594,Medium,Tier 3,Supermarket Type2,1261.842391
17.25,Regular,0.125734578,Medium,Tier 3,Supermarket Type2,1286.422017
6.89,Regular,0.136705075,,Tier 2,Supermarket Type1,1599.281942
7.81,Regular,0.03412912,Medium,Tier 3,Supermarket Type2,1188.702422
20.2,Low Fat,0.100319317,Medium,Tier 3,Supermarket Type2,1316.370408
,Low Fat,0.033737273,Medium,Tier 3,Supermarket Type3,840.1473549
10.3,Regular,0.030569229,Small,Tier 1,Supermarket Type1,1684.971198
4.635,Low Fat,0.14086247,Small,Tier 2,Supermarket Type1,1653.680955
6.465,Low Fat,0.208397715,,Tier 3,Grocery Store,611.9404762
,Low Fat,0.039751236,Small,Tier 1,Grocery Store,840.1089971
6.61,Regular,0,,Tier 2,Supermarket Type1,1450
,Regular,0.127416049,Medium,Tier 3,Supermarket Type3,879.7095379
9.1,Low Fat,0.291438755,,Tier 3,Grocery Store,733.9888132
5.15,Regular,0.06112617,High,Tier 3,Supermarket Type1,1911.187296
,Regular,0.056328717,Medium,Tier 3,Supermarket Type3,810.7223569
18,Low Fat,0.03901099,Small,Tier 1,Supermarket Type1,1744.667584
10.1,Low Fat,0.093862362,,Tier 3,Grocery Store,512.4471097
,Low Fat,0.015485016,Medium,Tier 3,Supermarket Type3,817.2657928
,Regular,0.033276066,Medium,Tier 3,Supermarket Type3,786.5703965
8.21,Low Fat,0.010781158,Medium,Tier 1,Supermarket Type1,2011.848493
7.81,Low Fat,0.067730081,Medium,Tier 3,Supermarket Type2,1279.311925
12.15,Low Fat,0.018410515,Small,Tier 1,Supermarket Type1,1720.159514
19.35,Regular,0.083079826,,Tier 3,Grocery Store,445.5417999
15.6,Regular,0.176244038,,Tier 3,Grocery Store,541.7535133
7.365,Low Fat,0.160216552,Medium,Tier 1,Supermarket Type1,2161.978934
9.5,Regular,0.048676324,Small,Tier 2,Supermarket Type1,1504.468807
,Low Fat,0.070103425,Medium,Tier 3,Supermarket Type3,871.4353901
5.73,Low Fat,0.045556681,Medium,Tier 3,Supermarket Type2,1246.103361
15.1,Low Fat,0.076193763,Medium,Tier 1,Supermarket Type1,2079.241514
6.765,Regular,0.087187488,High,Tier 3,Supermarket Type1,1942.244362
14.85,Regular,0.035311852,Medium,Tier 1,Supermarket Type1,1987.359939
6.11,Regular,0.103080901,Medium,Tier 1,Supermarket Type1,2069.883088
20.1,Low Fat,0.075049323,,Tier 2,Supermarket Type1,1581.503565
5.73,Low Fat,0.045463871,,Tier 2,Supermarket Type1,1549.91933
,Low Fat,0.015944801,Medium,Tier 3,Supermarket Type3,816.1999178
6.785,Regular,0.022974812,Small,Tier 1,Supermarket Type1,1673.089686
8.645,Low Fat,0.021629781,,Tier 2,Supermarket Type1,1524.917508
,Low Fat,0.032516546,Small,Tier 1,Grocery Store,833.3619762
15.6,Low Fat,0.081036436,High,Tier 3,Supermarket Type1,1997.08165
7.76,LF,0.059472609,,Tier 2,Supermarket Type1,1563.457274
9.195,Regular,0.047081398,High,Tier 3,Supermarket Type1,1899.576712
9.8,Low Fat,0.047260402,Medium,Tier 1,Supermarket Type1,2049.623422
18.25,LF,0.148673586,,Tier 3,Grocery Store,566.3657427
21.25,Low Fat,0.156012631,Medium,Tier 3,Supermarket Type2,1374.266109
7.235,Low Fat,0.077011493,,Tier 2,Supermarket Type1,1592.33678
20.25,Regular,0.07614605,Small,Tier 2,Supermarket Type1,1535.96889
,Low Fat,0.135836915,Medium,Tier 3,Supermarket Type3,939.9120225
,Low Fat,0.030062224,Medium,Tier 3,Supermarket Type3,835.8642332
18,Low Fat,0.008575615,Medium,Tier 3,Supermarket Type2,1210.24786
7.02,Low Fat,0.081096635,High,Tier 3,Supermarket Type1,1991.071521
15.1,Regular,0.100060762,,Tier 2,Supermarket Type1,1558.665988
8.68,Low Fat,0.008834023,Small,Tier 2,Supermarket Type1,1509.028372
21.2,Regular,0.007069662,Medium,Tier 3,Supermarket Type2,1158.391689
