Item_Weight,Item_Visibility,Item_Outlet_Sales
14.85,0.03525037,2246.4092
4.92,0.045916788,2976.126
13.5,0.021539999,1629.8784
15.7,0.027673055,3735.138
8.97,0.092997032,873.5296
15.35,0.073283193,1771.028
,0.041049322,1342.2528
,0.008525061,2512.7292
17.7,0.117201696,2397.5458
6.36,0.005977465,2631.2416
,0,4288.4178
,0.157528118,141.8154
8.235,0.082427854,2808.3444
12.35,0.041802518,311.5944
18,0.015450376,1584.604
20,0.057527544,89.2172
6.055,0.025512207,5592.72
6.63,0.174110803,499.35
,0.175362333,4436.8912
8.3,0.038367194,959.4178
20.25,0.014781046,3463.4916
8.6,0.040268044,1707.777
19.5,0.014355033,552.614
5.095,0.129766301,3231.1274
11,0.008997141,1938.8096
18.25,0.07784544,3884.943
20,0,401.4774
,0.074265816,3757.7752
,0.102422487,1565.9616
7.5,0.032811503,2614.5966
7.22,0.038477325,1138.518
12,0.020411155,1091.2462
12.15,0.042552418,1743.0644
11.6,0.009818244,5175.9292
8.315,0.035572183,2902.888
12.15,0.04274788,2929.52
5.905,0.04572322,5747.1856
8.575,0.023934398,958.752
17.35,0.146527359,2247.075
18.6,0.012651172,2314.9866
,0.107507291,441.4254
15.1,0.096295326,1457.4362
,0,4345.0108
7.825,0.079613553,1162.4868
9.17,0.103398309,2576.646
20.7,0.16767231,247.6776
12.1,0.020551458,2227.101
13.65,0.025961116,316.9208
8.38,0.046960237,2966.139
19.75,0.041533438,2239.0854
8.67,0.065436581,2013.3792
15.6,0.08126841,1789.6704
12.35,0.072689818,788.3072
17.7,0.116723677,5163.9448
12.5,0.074035423,1133.8574
20.2,0.059751638,1017.3424
13.15,0.092854963,3010.7476
,0,691.1004
,0.044606379,4377.635
10.85,0.162107603,2117.244
,0,1024.6662
17.7,0.030060895,2013.3792
14.35,0.081050006,1278.336
20,0.051783761,3433.5306
12.3,0,705.748
10.3,0.024998007,3448.844
15.6,0.105208448,4466.1864
9.8,0.14118383,253.004
11.1,0.135692831,2628.5784
,0.116347087,2526.711
11.8,0.12150063,413.4618
7.72,0.088864488,3064.0116
,0.070912843,2410.196
19.6,0.041571557,623.1888
6.425,0.093454899,2988.1104
20.85,0.021329793,940.7754
18,0.079299474,344.8844
7.05,0.085138334,1310.2944
16.25,0.087175137,1351.574
20.7,0.093214498,2143.876
5.44,0.025458716,3124.5994
20.5,0.032741422,589.233
12.35,0.038560279,1208.427
,0.130544568,7883.072
4.61,0.122629121,2616.594
8.275,0.110913601,1254.3672
,0.121635591,2954.1546
8.27,0.128449055,4442.2176
7.905,0.055098434,976.7286
16.2,0,3123.9336
,0,256.9988
13.6,0.010013429,4587.362
9.395,0.040187877,1593.9252
7.35,0.024044279,242.3512
15.35,0.014007727,292.952
14.5,0.041214746,629.181
12.6,0.031663212,1030.6584
10.8,0,1015.345
18.85,0.042716162,3332.329
12.15,0.06479182,2277.036
11.6,0.009761175,1800.3232
15.3,0.02295878,1845.5976
20.35,0.030927632,3579.3408
14.5,0.103752817,307.5996
6.89,0.136428395,1737.738
14.6,0.071904258,108.5254
16.85,0.026627857,745.696
8.93,0.028393624,1378.206
8.31,0.116331694,3010.7476
19,0.112893408,524.6504
,0.017937483,1547.985
,0.164438907,376.8428
5.19,0.044252621,1651.184
17,0.120060274,4470.1812
11.65,0.010909704,1677.816
20.25,0.059055045,1970.768
10,0.149223055,874.8612
,0.084404264,143.8128
11.1,0.054079556,2631.2416
11.8,0.057655493,1662.5026
9.695,0.030413777,2217.114
13.65,0.049496899,2846.295
17.75,0.029653914,2669.1922
11.3,0.047912071,1258.362
,0.066611321,3705.177
19.35,0.016611475,2651.2156
6.905,0.03822479,587.2356
13.5,0.129016487,1846.9292
16.85,0.080141165,2013.3792
20.6,0.0480335,3755.112
6.175,0.179355893,575.2512
18.5,0.062510529,2059.9852
13.35,0.038519399,5005.4844
,0.047827139,3387.5904
8.115,0.032208865,3739.1328
15.85,0.078874948,303.6048
,0.097275777,223.7088
16.35,0.020664178,1298.31
21.35,0.078060605,380.8376
12.15,0.131714183,4434.228
16.6,0.135944247,2586.633
11.6,0.077478931,4277.765
20.6,0.046114018,1070.6064
,0.161030847,1001.3632
20.1,0.054455495,2871.5954
13.65,0,4287.752
13.3,0.080257683,1864.24
,0.059037538,2607.2728
,0.094916347,4277.765
16.35,0.034393057,155.7972
5.32,0.093261677,1222.4088
15,0.16143544,2766.399
8.27,0.089479661,2106.5912
,0.008722342,4508.1318
13.1,0.020988798,1191.782
12.5,0.081260969,3085.3172
19.1,0.045308131,649.8208
11.3,0.06705851,3293.7126
13.65,0.035930784,9069.5276
,0.018813776,5672.616
,0.032099989,2960.1468
18.85,0.06823032,1557.972
5.59,0.056592115,447.4176
18.6,0.012643035,365.5242
9.31,0.063529046,126.502
6.17,0.010630949,1162.4868
5.175,0.029490377,2858.2794
,0.129983688,185.0924
19.2,0.094300933,1695.7926
12.85,0.152001201,6056.1168
16.25,0.039113587,1488.7288
6.13,0.02848169,1310.2944
12.3,0.05271592,569.259
,0.182493512,1041.3112
10.1,0.050562853,463.3968
11.15,0.07366703,131.8284
19.35,0.03322326,3301.7022
17.25,0.037396492,1808.9786
19.85,0.054015429,4138.6128
9.5,0.02210346,1370.2164
9.395,0.099274694,852.224
4.59,0.070721656,1471.418
5.98,0.043554614,2354.2688
6.46,0.04923932,4374.306
7.02,0.08114883,3563.3616
8.52,0.027054244,3506.7686
12.6,0.036773101,249.0092
5.94,0.049163321,563.2668
16.25,0.078168739,1653.8472
10.695,0.05337973,1113.2176
5.88,0.030418998,1341.587
9.3,0.111673587,968.739
19.5,0.027341529,3994.8
5.82,0.077634044,3844.995
8.68,0.008835694,1182.4608
15.7,0.055990291,3795.06
,0.00799548,2255.7304
12.8,0.076369874,1448.115
15.1,0.095351065,2535.3664
7.31,0.026783871,1098.57
,0.01520491,4166.5764
12.35,0.099757833,910.8144
16.6,0,2014.7108
14.35,0.090896452,6024.1584
7.075,0.022602061,1458.102
18.25,0.044250304,2423.512
13.1,0.075885921,1504.0422
7.68,0.153177941,1278.336
19.7,0,1767.699
8.52,0.027114238,1677.1502
17.75,0.049634572,280.9676
,0,3914.904
5.785,0.040587146,1258.362
5.945,0.093008616,2195.8084
18.25,0.17179432,2659.871
8.68,0.008828341,689.7688
11.65,0.033858187,2603.278
19.25,0.034841089,282.2992
16.2,0.08425957,769.6648
13,0.083444376,4152.5946
17.75,0.030497325,1534.0032
12.15,0.131179812,3202.498
6.32,0.012737719,353.5398
17.25,0.159165324,1547.985
7.72,0.122015744,2277.036
18.85,0.068091318,3475.476
19.7,0.067314073,2822.992
14.5,0.041249072,1216.4166
17.7,0.174340475,3570.6854
15.7,0.11454343,3263.0858
9.695,0.029693277,2716.464
11.8,0.107057186,3558.0352
,0.009921107,555.2772
,0.031583053,7100.757
15.2,0.097043739,2664.5316
8.77,0.046762633,1724.422
19.7,0.064909488,1308.297
10.5,0.011305479,4740.496
15.1,0,433.4358
5.405,0.053576661,2388.8904
20.35,0.150947728,1868.2348
,0.10818157,449.415
5.785,0.038749536,4459.5284
11.8,0.113790879,370.1848
,0.065313024,1516.0266
12.5,0,253.004
6.11,0.152813518,1025.9978
7.105,0.044771473,592.562
8.5,0.098083231,675.1212
16.7,0.06121901,1970.768
17.1,0.047073322,2950.1598
8.325,0.029953314,568.5932
15.85,0,1255.6988
,0.040520754,153.134
,0.052554508,1917.504
12.15,0.018514652,5834.4054
15.85,0.07871426,493.3578
17.1,0.054197299,1860.2452
15.5,0.103442268,2433.499
14.15,0.095360186,3251.1014
,0.053031857,4454.202
6.865,0.013990601,2841.6344
16.5,0.066237024,6385.022
14.5,0.089761211,2376.906
19.35,0.01863822,1677.816
8.51,0.016176344,1937.478
6.65,0.089196394,296.9468
7.39,0.092782895,2259.0594
10.895,0.0358031,2504.7396
8.63,0.028271345,2069.3064
7.75,0.043238822,1701.7848
12.15,0.037955309,710.4086
18.25,0.089186083,4502.1396
19.85,0.044566659,703.0848
9.3,0.028638276,2138.5496
,0.057762301,2145.2076
5.98,0.075711199,331.5684
,0.027767577,412.796
7.02,0.049865399,1165.15
7.72,0.052061483,1324.2762
5.925,0.096387053,356.8688
9.695,0.128176489,3600.6464
12.6,0.064110725,243.6828
15.6,0.035561344,1821.6288
16.7,0.119647957,4165.2448
18,0.238831875,88.5514
,0.075676339,8789.8916
20.85,0.021416681,1149.8366
,0.024766802,3281.0624
18.7,0.070691729,5742.525
,0.030693309,10306.584
18.85,0.055671582,263.6568
11.65,0.040507228,2237.088
16.5,0.035626319,932.12
15.6,0.143688905,2184.4898
12.3,0.106542886,3139.9128
,0.208662546,466.06
10.65,0.024107056,447.4176
16.2,0.104058452,2063.98
10.5,0.048403392,527.3136
,0.026391403,2609.936
7.55,0.031007381,2082.6224
,0.150672399,2450.144
13.35,0.149598628,3775.086
16,0.077290355,713.7376
,0.078758649,202.4032
16.85,0.036359891,2263.72
8.185,0.046747071,837.5764
19.7,0,1635.8706
10.8,0.041865848,5841.0634
12.6,0.031713126,1030.6584
16.7,0.07044068,6275.165
13.1,0.006087409,1870.898
14.85,0.035456465,3690.5294
,0.142107998,296.9468
13,0.030064132,898.83
12.1,0.029781363,1596.5884
11.3,0.056387854,6669.3186
10,0.038653608,7105.4176
20.6,0.083172413,1696.4584
11.5,0.020565921,1384.864
11.8,0.008609602,1390.1904
8.895,0.121180705,176.437
9.3,0.174703862,1788.3388
,0.127800388,4587.362
19.1,0.296713665,1034.6532
17.85,0.018125948,761.6752
6.445,0.029859711,1418.154
12.65,0.116203156,415.4592
13.15,0.09264951,3803.0496
,0.081197035,365.5242
15,0.049070183,767.0016
11.65,0.131394793,1669.8264
20.1,0,151.1366
17.35,0,1922.8304
18.1,0.022526293,1713.7692
8.5,0.163838951,311.5944
14.1,0.11349714,1364.89
11.8,0.094185483,2002.7264
6.035,0.14113846,3691.1952
,0.164006137,575.917
12.5,0.17314115,170.4448
20.85,0.039555016,820.2656
14,0.037580877,4275.7676
17.25,0.035064318,1304.968
11.5,0.017678008,1705.1138
6.675,0.041986639,1480.7392
5.8,0.130955811,1338.258
8.895,0.026492726,6251.862
7.67,0.185130961,588.5672
10.895,0.026934673,319.584
8.21,0,1491.392
8.575,0.023866079,958.752
7.75,0.043414959,1418.154
,0.030554947,1125.202
,0.023463124,9554.23
12.35,0.033951827,2966.139
17.7,0.174228338,691.1004
8.52,0.027169589,1829.6184
18.2,0.1630653,758.3462
,0.058444176,223.7088
16,0.057049301,1350.2424
8.63,0.032960823,1366.2216
10.8,0,406.138
18.75,0.053025371,2109.2544
5.78,0.096306016,2111.9176
13.8,0.014762987,1338.258
17.75,0.067446626,1677.816
11.5,0.042173667,2316.984
11.8,0.008578539,1158.492
15.1,0.056155909,2681.8424
,0.305305397,460.7336
8.85,0.112571187,1609.9044
12.6,0.083221904,2626.581
13.8,0.064195136,1138.518
6.115,0.007055292,3605.307
17.25,0.070703828,343.5528
,0.102941345,2719.793
6.26,0.009887927,2418.1856
13.5,0.101231721,173.108
19.6,0.069112952,442.757
,0.138846289,1324.942
11.5,0.171050595,3880.2824
14.65,0,552.614
8.89,0.005496816,1012.016
8.02,0.033259081,1090.5804
18.7,0.092095924,2006.7212
7.405,0.015295536,547.2876
5.98,0.043526599,2354.2688
,0.049435598,5487.5236
,0.027610698,604.5464
15.2,0.012141036,680.4476
12.1,0.029949818,3773.7544
,0.053939315,50.6008
9.285,0,4653.2762
,0.073541072,386.164
8.155,0.199935881,379.506
9.3,0.043033346,1159.8236
13.85,0.034570357,3243.7776
16.7,0.054739692,1086.5856
11.15,0.105471384,1973.4312
16.7,0.042610897,715.0692
17,0.126758324,1132.5258
7.365,0.042524835,4527.44
16.5,0.073813788,5383.6588
13.8,0.097251621,245.6802
,0.014008751,862.211
18.7,0.02442574,51.9324
7.905,0.010012319,3004.0896
13.65,0.184454044,4035.4138
17.6,0.105042025,3111.9492
15.5,0.053589594,173.108
17.25,0.125734578,199.74
6.89,0.136705075,4440.886
7.81,0.03412912,1838.2738
20.2,0.100319317,3367.6164
,0.033737273,607.8754
10.3,0.030569229,4695.2216
4.635,0.14086247,1670.4922
6.465,0.208397715,264.9884
,0.039751236,708.4112
6.61,0,2993.4368
,0.127416049,1006.6896
9.1,0.291438755,125.8362
5.15,0.06112617,371.5164
,0.056328717,1597.92
18,0.03901099,4119.9704
10.1,0.093862362,231.6984
,0.015485016,4979.5182
,0.033276066,3723.1536
8.21,0.010781158,1938.8096
7.81,0.067730081,2199.1374
12.15,0.018410515,2283.0282
19.35,0.083079826,157.1288
15.6,0.176244038,515.3292
7.365,0.160216552,1677.816
9.5,0.048676324,2057.9878
,0.070103425,5888.3352
5.73,0.045556681,1288.323
15.1,0.076193763,2247.075
6.765,0.087187488,1567.959
14.85,0.035311852,4813.734
6.11,0.103080901,1957.452
20.1,0.075049323,1105.228
5.73,0.045463871,2061.3168
,0.015944801,6474.2392
6.785,0.022974812,5890.9984
8.645,0.021629781,999.3658
,0.032516546,753.6856
15.6,0.081036436,2572.6512
7.76,0.059472609,1298.31
9.195,0.047081398,1179.1318
9.8,0.047260402,1922.8304
18.25,0.148673586,195.7452
21.25,0.156012631,2822.992
7.235,0.077011493,1506.0396
20.25,0.07614605,4681.9056
,0.135836915,3237.1196
,0.030062224,2471.4496
18,0.008575615,644.4944
7.02,0.081096635,3563.3616
15.1,0.100060762,2600.6148
8.68,0.008834023,2266.3832
21.2,0.007069662,1911.5118
16.6,0.046161923,356.8688
12.15,0.079592733,645.1602
16.25,0.025776994,2863.6058
11.5,0.020960615,2649.884
,0,1374.2112
13.15,0.020715913,1268.349
5.465,0.048801674,1573.9512
14.15,0,5865.0322
12.8,0.069605676,4984.1788
8.655,0.088373591,1454.1072
,0.035853059,3691.1952
9.3,0.01404119,396.8168
20.6,0.083473583,1211.756
,0.076434542,473.3838
19.7,0.08073703,3338.987
14.5,0,2045.3376
10,0.089152528,437.4306
7.945,0.015863075,2446.815
20.35,0.151308326,2030.69
15.85,0.121609722,539.298
16.85,0.023135131,703.0848
11.5,0.017714096,1442.7886
11.1,0,2376.906
6.635,0.027069402,1744.396
7.81,0.055226755,871.5322
9.395,0.040124625,1342.2528
7,0.151376958,1171.808
6.71,0.03558013,4572.0486
15.75,0.166513779,265.6542
19.85,0.06478563,2503.408
9.5,0.085223447,6050.7904
15.6,0.143915417,2441.4886
,0.132275338,123.8388
13.35,0.149338159,1797.66
11.1,0.044823438,1926.1594
15,0.02681843,3094.6384
14.8,0.04407225,1428.141
19.1,0.025872153,882.8508
6.825,0.059835659,4229.1616
,0.13027716,1148.505
17.35,0.027653795,1318.284
9.8,0.04714777,1720.4272
19.35,0.062882112,2807.0128
18.6,0.152294691,1508.037
7.27,0.071064499,1366.2216
12.6,0.041726942,1470.0864
,0.055121892,5912.304
12.65,0.042211119,1393.5194
,0.132500853,5289.1152
17.5,0.015557426,2213.1192
8.06,0.021409913,6930.978
12.1,0.015497337,3453.5046
,0.065612808,2150.534
17.2,0.012030747,1155.8288
,0.075603699,3205.827
5.94,0.029372367,3942.8676
16.7,0.070096518,3894.93
7.39,0.120258245,2290.352
20.7,0.079281476,892.8378
,0.097768728,564.5984
,0.104786172,1545.9876
18.2,0.043626605,482.0392
20.2,0.117839328,2356.932
,0.089858447,2061.3168
,0.185008985,123.8388
17.75,0.156701315,4566.7222
8.71,0,498.0184
18.85,0.139087683,3020.0688
20.75,0.089243789,4649.9472
12.5,0.073721115,610.5386
5.325,0.138679995,862.8768
,0.240268248,312.926
16.75,0,4625.9784
16,0.040911824,3387.5904
13.35,0.149974858,5932.278
11.8,0.026072872,1018.674
10.65,0.085482761,3225.1352
12.1,0.015521768,3124.5994
9.395,0.099101845,1704.448
19.6,0.025281802,2884.2456
14.1,0.125675936,1133.8574
,0.07204818,6881.043
16.5,0.068263916,1238.388
14.3,0.109144085,175.7712
7.51,0.017425784,459.402
17.25,0.035118834,932.12
5.785,0.054066567,1406.1696
13.65,0.012823829,916.1408
6.26,0.009883257,1964.7758
,0.041754584,1597.92
19.7,0.112036236,882.185
19.7,0.161610636,3570.0196
13.65,0.078909166,4474.176
20.1,0.077769768,980.0576
12.6,0.021951613,4731.1748
20.85,0.097770004,3589.9936
,0.094817105,75.9012
15.6,0.066726133,3516.7556
5.98,0.043809261,1765.7016
,0,185.7582
16.35,0.032671446,1492.0578
14.15,0.095378221,2395.5484
12.1,0,3338.3212
9.895,0.060188932,6041.4692
8.51,0.016135764,4262.4516
17,0.126220187,1258.362
,0.024286378,5892.33
9,0.065350715,3175.866
5.11,0.035071955,2773.057
19.5,0.030742083,1211.756
9.195,0.015949001,1238.388
16.7,0.038496166,5540.7876
19,0.017746826,2540.6928
12.3,0.111274591,458.7362
,0.065272284,3349.6398
14.15,0.183472595,1624.552
,0.08918772,254.3356
10.395,0.030281543,1259.6936
17,0.211306673,251.6724
15.85,0.061190964,996.0368
10.195,0.107307677,2217.114
,0.067441726,111.8544
6.57,0.066338717,4165.2448
8.43,0,1576.6144
7.39,0.120524922,2433.499
16,0.061192211,4725.8484
13.1,0.075056542,601.8832
,0.017556795,3410.2276
13.5,0.129077455,583.2408
20.6,0.047896393,1689.8004
15.2,0.021240491,4804.4128
,0.031743707,1605.9096
5.88,0.003612411,3537.3954
6.03,0.022796178,1416.8224
,0.133279499,675.1212
18.85,0.016132592,3016.7398
7.68,0.152429537,1278.336
15.35,0.035348491,2093.941
13.1,0.020903193,3098.6332
10.1,0.054853377,2182.4924
,0.106971167,135.8232
12.65,0.035482562,2526.711
14.6,0.042923071,1627.881
11.1,0.036174285,1581.9408
,0.033597374,3163.8816
8.63,0.028320655,2241.7486
9.6,0,4293.0784
19.6,0.056744064,165.7842
19.35,0.039990314,982.7208
14,0.030155224,3020.0688
12.15,0.062541552,251.6724
8.195,0.031403441,647.8234
8.325,0.029845243,284.2966
7.475,0.149125615,6042.135
,0.170382726,47.2718
6.385,0.083768522,3235.788
,0.116793684,42.6112
18.5,0.062205112,1765.7016
11.5,0.0463847,1540.6612
7.93,0.071425647,1070.6064
,0.033929133,311.5944
13.65,0.036033639,2591.2936
12.35,0.158337479,3313.6866
14,0.030140981,2588.6304
9.6,0.024515221,3956.8494
14,0.105125569,3277.0676
8.89,0.00547348,1315.6208
16.85,0.133385398,223.7088
,0.047098175,150.4708
7.05,0.055548003,5816.4288
17.1,0.128614205,1556.6404
,0.047551568,8217.3036
19.7,0.066879757,1587.933
16.1,0.160379061,203.7348
11.3,0.054861393,952.094
6.035,0.141542481,1537.998
17.6,0.053397642,699.09
6.675,0.021710275,247.0118
15.5,0.075688032,1845.5976
9.395,0.045340279,2080.625
16.1,0.100149459,1158.492
15,0.162348584,4610.665
9.6,0.036341539,3261.7542
14.1,0.087920675,1151.834
11.5,0.042087749,3861.64
12.1,0.016921927,4314.384
7.42,0.020423549,2988.1104
15.1,0.173833129,4713.864
,0.256152243,149.805
9.285,0.021002641,4011.445
7.855,0,4600.0122
,0.091780142,6454.931
12.85,0.033220169,2759.0752
13.8,0.141234932,5564.7564
15,0.19899855,913.4776
10.8,0.049709624,2450.144
14.3,0.065153295,1406.1696
9.8,0.015087112,4005.4528
11.5,0.037782943,325.5762
9.21,0.008782561,1340.2554
,0.142728113,2510.066
10,0.073493831,1797.66
18.5,0.025907416,802.9548
20.6,0.046280998,1962.7784
9.3,0.044624064,3193.8426
11.395,0.009898492,777.6544
11.8,0.189689886,370.1848
8.01,0.070189131,826.9236
15,0.119374946,5024.1268
13.35,0.065215312,1102.5648
,0.095635061,3047.3666
,0.216107535,354.2056
10.5,0.048009081,2209.1244
21.25,0.019533098,1938.8096
17,0.026568875,3149.234
9.3,0.111127966,2002.0606
15.7,0.03723211,5634.6654
15.75,0.140603316,6308.455
,0.075368868,970.7364
14.5,0.063962842,2616.594
,0.102830104,344.8844
,0.01031535,3751.1172
7.1,0.110633958,1211.756
14.5,0,2864.2716
17.35,0.014721579,886.8456
18,0.019465205,2441.4886
6.615,0.091895319,3504.7712
,0.118535581,256.9988
11.5,0.037646623,325.5762
19.1,0.092060694,4777.7808
,0.04765803,5238.5144
7.05,0.05587277,4026.7584
,0.017295906,145.8102
16.35,0.02844314,386.164
18.35,0.094296835,1116.5466
9.105,0.064410783,33.29
7.63,0.134684292,1470.0864
,0.029299175,139.818
,0.210021713,90.5488
7.55,0.027224917,2450.144
,0.021184746,379.506
5.5,0.047059016,2125.2336
7.59,0.14526636,6231.888
9.5,0.041851461,466.06
6.11,0.152262171,1159.8236
5.655,0.085757338,1498.05
7.285,0.049954435,2356.932
10.65,0.048762383,3946.8624
17.7,0,923.4646
12.8,0.075996742,2799.689
19.85,0,1877.556
15.7,0.204984538,223.7088
15.6,0.173573164,2390.8878
9.8,0.056339618,755.0172
19.5,0.014262413,331.5684
16.2,0.03338006,1416.8224
17.6,0.016024651,597.2226
13.6,0.11830085,1944.136
18.85,0.167552202,2332.9632
15.1,0.067181098,5424.9384
17.35,0,966.7416
,0,339.558
20.7,0.021431134,2199.8032
13.5,0.068256316,533.3058
,0,79.896
,0.014143673,2836.308
13.1,0.075563757,2005.3896
12.15,0.018439138,5073.396
,0.074620291,357.5346
,0.041370245,814.9392
,0.020312314,2777.7176
,0.128532558,173.108
15.1,0.055195461,5007.4818
16.7,0.022065676,1556.6404
14.65,0.011212719,1049.9666
13.3,0.063925726,1655.1788
20.1,0.034848629,2502.7422
14.3,0,1406.1696
7.42,0.02050719,7719.2852
,0.025960174,4976.855
9.5,0.085020342,1701.7848
7.075,0.097660814,143.8128
,0.111654545,312.926
7.96,0,3235.788
6.135,0.115265695,2094.6068
14.6,0.043133816,651.1524
14.3,0.049676157,3799.0548
,0.176834351,5000.8238
,0.103918113,399.48
8.315,0.035644325,870.8664
10.1,0.279783532,484.7024
9.895,0.048738014,3904.917
11.5,0.020686161,1731.08
18.25,0.079342006,1805.6496
4.635,0.140889111,1927.491
18.5,0.062245149,5591.3884
5.365,0.140811559,2061.3168
6.095,0.08152738,1843.6002
,0.058198141,4250.4672
16.75,0.081446638,6424.97
21.25,0.019462623,1575.2828
,0.072317217,8062.838
12.1,0.020684919,1336.2606
15.1,0.087604871,484.7024
8.6,0,2466.789
17.6,0.041681059,1315.6208
15.35,0.015676231,286.294
8.26,0.034397781,2073.3012
6.57,0.096880574,5020.132
11.6,0.017817285,1422.1488
20.35,0.014909465,6076.0908
12.15,0,4048.064
17.35,0.041439718,2848.2924
7,0.151405587,2024.032
8.5,0.097803261,882.8508
,0.196659953,249.0092
14.5,0.041313203,377.5086
9.195,0.130657442,215.7192
17.75,0.029700018,1404.838
8.775,0,1436.7964
16.7,0.070312473,2826.321
15.2,0.019064377,3555.372
20.5,0.020605032,539.298
,0,1030.6584
5.21,0.011072173,4402.9354
10.3,0,1717.764
18.25,0.060342304,1644.526
21.25,0.113833823,1398.18
8.6,0.032615377,992.7078
10.3,0.024935297,3966.1706
9.5,0.074345268,3523.4136
9.3,0.042283454,3715.164
9.195,0.047387144,871.5322
7.68,0.152865879,1619.2256
,0.163148041,3199.8348
12.1,0.02984176,3628.61
11.6,0.038511676,503.3448
9.695,0.047622786,3675.216
12,0.07554831,3219.8088
19,0.067447572,1967.439
6.38,0.03187163,4103.9912
20.5,0.112638016,3874.956
,0.056192276,1973.4312
5.695,0.06797671,3083.9856
19.2,0.142189843,155.1314
20.35,0.014813268,5842.395
9.195,0.080442371,105.8622
17.85,0.03781972,2475.4444
,0.092145264,3735.8038
14.6,0.025702994,2380.9008
10.195,0.012483408,2749.754
17.85,0,898.83
7.5,0.036204764,1948.1308
6.59,0.026238087,2410.196
10.895,0.137584599,3954.852
,0.080741927,6170.6344
14.6,0.059741172,5070.7328
,0.214423791,335.5632
9.6,0.051677051,2856.282
,0.168455549,418.1224
10.3,0,5313.084
17,0.016055615,8245.2672
8.645,0.021619564,736.3748
16,0.173027688,3583.3356
6.155,0.095045476,2556.672
13.85,0.025891588,2936.178
,0.205484395,392.822
13.1,0.037793818,2801.6864
,0.045002624,198.4084
11.8,0.054460571,2277.036
15.5,0.075736746,4482.1656
14.15,0.014719325,392.822
,0.066828857,1924.162
,0.23653561,185.0924
20.7,0.04903471,872.8638
15.2,0.035497039,436.7648
11.5,0.017638893,2885.5772
21.25,0.01945343,1454.1072
14.1,0.11326743,1037.3164
9.395,0.109713464,255.6672
,0,5582.733
7.895,0.094952408,1332.9316
14,0.029026218,3635.268
5.365,0.140123575,2748.4224
16.35,0.03272295,1823.6262
15.75,0.135836828,1298.31
7.5,0.036382524,1416.8224
14.8,0,4777.115
7.07,0.094201018,1036.6506
20.5,0.143506376,768.999
,0.133347119,975.397
18,0.124428516,948.0992
9.5,0.221856492,230.3668
15,0.071312064,3020.0688
20.1,0.022425236,910.8144
11,0.133352623,2644.5576
18.7,0.046079558,1982.0866
,0,1278.336
15.15,0.066446521,732.38
14.1,0.066979957,3174.5344
8.42,0.187918654,127.8336
,0.051924192,2940.1728
,0.054806734,3918.8988
8.27,0.018813601,7190.64
,0.094910421,253.6698
8.615,0.116722514,567.2616
,0.244338986,209.0612
9.8,0.013863257,1398.18
,0.021471456,131.8284
,0,2036.6822
13.65,0.026067434,713.0718
6.385,0.123710526,247.0118
20.5,0.119547387,539.298
16.85,0.079690403,2908.2144
7.785,0.088691614,1454.773
,0.104784329,151.1366
,0.032024659,1857.582
10.8,0.041950753,2449.4782
15,0.091018048,117.1808
5.175,0.037398953,852.224
11.6,0.017845372,5688.5952
6.775,0.105459307,2496.75
9.31,0.038032068,822.263
15,0.064504433,652.484
13.3,0.021306635,1896.1984
16,0.116063284,753.0198
,0.059336763,424.7804
6.48,0.034091649,2364.9216
,0.081955735,280.9676
,0.088551694,5944.2624
12.5,0.071230537,885.514
8.39,0.024185517,1374.2112
17.7,0.041163522,1868.2348
12.5,0,82.5592
,0,6474.2392
15.6,0.087719692,4407.596
10.65,0.048677482,2466.789
12.35,0.041907648,346.216
6.035,0.065783783,5779.144
6.155,0.094807042,3835.008
16.75,0.128778474,1581.9408
16.75,0.060668416,2908.8802
15.1,0.056067524,1270.3464
21.25,0.114066204,5592.72
9.395,0.10039894,878.856
17.6,0.097135675,1318.284
,0.032610007,942.7728
13.15,0.165616415,2061.3168
5.035,0,4781.7756
,0.030362777,6775.1808
,0.03409886,815.605
,0.145951533,162.4552
5.48,0.015138834,3079.325
19.35,0.031069993,223.7088
9.195,0.115535487,810.9444
5.26,0.02454694,1166.4816
,0.067175915,3728.48
6.235,0.118674359,3155.892
11.8,0.057421582,1662.5026
20.7,0.114022125,2174.5028
13.6,0.010033871,2293.681
5.82,0.080765853,2037.348
7.76,0.05930285,1697.79
18.35,0.041753387,2836.308
7.285,0.050065211,2042.6744
15.1,0.096020459,2384.8956
7,0.15202235,639.168
,0.087383304,4013.4424
18.35,0.03066757,2116.5782
13.8,0,1669.8264
18.35,0.03321399,1225.072
,0.097429924,3649.2498
8.895,0.039120291,4154.592
,0.01055095,13086.9648
15.5,0.053480419,1211.756
14.5,0.128520186,1948.1308
,0.044444956,10072.8882
8.26,0.034544435,1267.0174
10,0.073678663,2037.348
9,0.079668739,1571.288
5.655,0.085447928,1830.95
18.6,0.080434451,1701.7848
15,0.044978225,2247.7408
20.5,0.023190134,3981.484
8.785,0.025967624,1462.0968
8.77,0.046962004,3448.844
18.75,0.05233528,1065.28
19.85,0.17635245,4225.1668
17.5,0.013692598,3616.6256
14.6,0,5287.7836
11.8,0.093655728,3004.0896
11.65,0.018275816,111.8544
13.65,0.184167712,1274.3412
,0.158954903,1120.5414
16.6,0.050392993,3199.8348
18,0.008558144,1208.427
7.17,0.059820884,3523.4136
10.3,0.070149088,3436.1938
,0.095919472,5685.932
,0.058092551,517.3266
11.5,0.286357776,375.5112
7.855,0.161798604,745.696
