id,price,service fee,minimum nights,number of reviews,reviews per month,availability 365
5759401,"$1,098 ",$220 ,2,1,0.02,280
5759953,$291 ,$58 ,2,36,0.73,368
5760505,$410 ,$82 ,2,0,,223
5761057,$283 ,$57 ,1,0,,352
5761610,$53 ,$11 ,6,33,0.69,68
5762162,$547 ,$109 ,4,2,0.06,7
5762714,$676 ,$135 ,1,7,0.14,388
5763267,$690 ,$138 ,2,133,2.8,43
5763819,$598 ,$120 ,2,15,0.41,129
5764371,$784 ,$157 ,2,16,1.7,397
5764924,"$1,176 ",$235 ,1,2,0.05,153
5765476,$679 ,$136 ,3,68,1.36,361
5766028,$146 ,$29 ,1,4,1.62,-3
5766580,$524 ,$105 ,4,0,,283
5767133,$855 ,$171 ,9,7,0.15,-2
5767685,$258 ,$52 ,5,12,0.34,21
5768237,"$1,081 ",$216 ,1,0,,297
5768790,$395 ,$79 ,3,11,0.23,236
5769342,$261 ,$52 ,4,13,0.28,227
5769894,$963 ,$193 ,3,1,0.02,218
5770447,$838 ,$168 ,4,3,0.07,188
5770999,$596 ,$119 ,5,4,0.13,353
5771551,"$1,008 ",$202 ,1,221,4.59,286
5772103,$859 ,$172 ,3,38,0.77,35
5772656,$333 ,$67 ,7,11,0.22,332
5773208,$949 ,$190 ,10,1,0.02,98
5773760,$276 ,$55 ,5,8,0.16,222
5774313,$697 ,$139 ,21,0,,233
5774865,$204 ,$41 ,3,2,0.05,232
5775417,$331 ,$66 ,2,32,0.64,35
5775970,$560 ,$112 ,1,1,0.02,91
5776522,$238 ,$48 ,18,24,0.49,147
5777074,"$1,197 ",$239 ,3,64,1.29,289
5777626,$93 ,$19 ,4,11,0.22,2
5778179,$488 ,$98 ,3,1,0.02,64
5778731,$97 ,$19 ,2,49,1,107
5779283,$416 ,$83 ,5,0,,33
5779836,$311 ,$62 ,5,6,0.12,142
5780388,$688 ,$138 ,5,25,0.51,196
5780940,$963 ,$193 ,1,33,1.28,53
5781493,$514 ,$103 ,3,1,0.16,-1
5782045,$670 ,$134 ,5,18,0.38,239
5782597,$761 ,$152 ,2,12,0.26,19
5783149,$333 ,$67 ,30,0,,66
5783702,$725 ,$145 ,365,4,0.14,115
5784254,$596 ,$119 ,2,13,0.27,-9
5784806,$649 ,$130 ,4,0,,19
5785359,$77 ,$15 ,1,52,1.39,388
5785911,$90 ,$18 ,5,4,0.09,295
5786463,"$1,034 ",$207 ,5,4,0.08,296
5787016,$857 ,$171 ,1,0,,259
5787568,$134 ,$27 ,1,20,0.42,105
5788120,$297 ,$59 ,1,3,0.06,276
5788672,"$1,029 ",$206 ,3,78,1.68,404
5789225,$824 ,$165 ,30,0,,282
5789777,$906 ,$181 ,1,7,0.14,350
5790329,$584 ,$117 ,1,62,1.35,136
5790882,$845 ,$169 ,2,29,0.59,37
5791434,"$1,199 ",$240 ,9,12,0.26,1
5791986,$743 ,$149 ,3,1,0.03,262
5792539,"$1,109 ",$222 ,4,1,0.02,121
5793091,"$1,181 ",$236 ,1,52,1.05,395
5793643,$198 ,$40 ,1,4,0.08,193
5794195,"$1,132 ",$226 ,6,0,,411
5794748,$721 ,$144 ,1,59,1.19,297
5795300,$827 ,$165 ,4,34,0.79,245
5795852,"$1,004 ",$201 ,1,19,0.39,139
5796405,$246 ,$49 ,1,0,,62
5796957,$237 ,$47 ,30,0,,9
5797509,$479 ,$96 ,35,7,0.14,130
5798062,"$1,042 ",$208 ,30,1,0.06,164
5798614,$594 ,$119 ,7,0,,168
5799166,$145 ,$29 ,3,1,0.02,168
5799718,$609 ,$122 ,1,0,,64
5800271,"$1,016 ",$203 ,1,4,0.08,131
5800823,$499 ,$100 ,3,0,,38
5801375,$761 ,$152 ,3,11,0.23,35
5801928,$795 ,$159 ,1,0,,222
5802480,$748 ,$150 ,1,9,0.19,151
5803032,$127 ,$25 ,1,5,0.1,108
5803585,$405 ,$81 ,1,1,0.02,197
5804137,$872 ,$174 ,4,70,1.54,216
5804689,"$1,060 ",$212 ,30,2,0.05,367
5805241,$936 ,$187 ,1,0,,345
5805794,$582 ,$116 ,7,2,0.04,174
5806346,$99 ,$20 ,2,186,3.74,126
5806898,$335 ,$67 ,4,28,0.58,-5
5807451,"$1,184 ",$237 ,3,20,0.4,262
5808003,$721 ,$144 ,2,0,,14
5808555,$107 ,$21 ,1,13,0.26,68
5809108,$728 ,$146 ,28,14,0.39,175
5809660,$765 ,$153 ,1,0,,131
5810212,$702 ,$140 ,1,0,,374
5810764,$395 ,$79 ,1,1,0.02,96
5811317,$758 ,$152 ,7,1,0.02,348
5811869,$372 ,$74 ,2,1,0.02,379
5812421,$621 ,$124 ,2,90,1.95,338
5812974,$758 ,$152 ,30,1,0.02,320
5813526,$305 ,$61 ,2,53,2.87,179
5814078,$543 ,$109 ,2,6,0.14,14
5814631,$890 ,$178 ,2,30,0.62,167
5815183,$267 ,$53 ,2,17,0.35,272
5815735,$991 ,$198 ,7,1,0.02,175
5816287,$236 ,$47 ,4,23,0.47,170
5816840,"$1,154 ",$231 ,1,2,0.04,46
5817392,$344 ,$69 ,3,4,0.53,11
5817944,$947 ,$189 ,1,0,,402
5818497,$263 ,$53 ,3,2,0.76,129
5819049,$70 ,$14 ,5,14,0.45,349
5819601,$755 ,$151 ,1,0,,207
5820154,$65 ,$13 ,7,0,,46
5820706,$301 ,$60 ,5,5,0.1,286
5821258,$344 ,$69 ,6,15,0.3,99
5821810,$186 ,$37 ,1,11,0.22,224
5822363,$181 ,$36 ,5,0,,279
5822915,$912 ,$182 ,1,1,0.02,113
5823467,$357 ,$71 ,10,1,0.02,11
5824020,$569 ,$114 ,4,15,0.31,379
5824572,$250 ,$50 ,2,1,0.03,286
5825124,$772 ,$154 ,7,40,0.82,182
5825677,"$1,179 ",$236 ,3,3,0.09,13
5826229,$742 ,$148 ,5,5,0.1,37
5826781,$469 ,$94 ,2,3,0.06,426
5827333,"$1,071 ",$214 ,3,0,,279
5827886,$118 ,$24 ,1,1,0.02,33
5828438,$250 ,$50 ,14,0,,315
5828990,$163 ,$33 ,2,185,3.72,232
5829543,"$1,004 ",$201 ,1,2,0.04,88
5830095,$763 ,$153 ,1,0,,112
5830647,$621 ,$124 ,3,21,0.44,291
5831200,$791 ,$158 ,2,2,0.04,10
5831752,$456 ,$91 ,1,0,,21
5832304,$952 ,$190 ,1,0,,128
5832856,$762 ,$152 ,2,1,0.02,258
5833409,$294 ,$59 ,5,0,,26
5833961,$77 ,$15 ,2,1,0.03,360
5834513,$433 ,$87 ,1,3,0.06,263
5835066,$494 ,$99 ,7,2,0.04,396
5835618,"$1,031 ",$206 ,1,107,2.17,158
5836170,$909 ,$182 ,1,222,4.48,360
5836723,$836 ,$167 ,10,11,0.24,196
5837275,$104 ,$21 ,2,9,1.41,199
5837827,$580 ,$116 ,30,1,0.03,10
5838379,$765 ,$153 ,30,2,0.06,370
5838932,"$1,122 ",$224 ,30,1,0.02,291
5839484,$87 ,$17 ,30,0,,295
5840036,$111 ,$22 ,2,2,0.18,380
5840589,"$1,054 ",$211 ,7,0,,36
5841141,$519 ,$104 ,1,0,,396
5841693,$740 ,$148 ,3,8,0.17,312
5842246,$755 ,$151 ,7,3,0.06,155
5842798,$230 ,$46 ,5,0,,295
5843350,"$1,127 ",$225 ,5,5,0.1,189
5843902,$891 ,$178 ,2,4,0.19,421
5844455,$111 ,$22 ,4,13,0.64,188
5845007,"$1,069 ",$214 ,1,4,0.09,233
5845559,$94 ,$19 ,3,29,0.59,116
5846112,$99 ,$20 ,3,1,0.02,259
5846664,"$1,173 ",$235 ,2,5,0.27,336
5847216,"$1,143 ",$229 ,5,5,0.1,409
5847769,$606 ,$121 ,1,0,,111
5848321,"$1,013 ",$203 ,3,8,0.21,376
5848873,"$1,003 ",$201 ,2,99,2.02,405
5849425,$783 ,$157 ,10,14,0.31,319
5849978,"$1,033 ",$207 ,3,17,1.41,151
5850530,$953 ,$191 ,5,1,0.02,190
5851082,$418 ,$84 ,1,11,0.27,110
5851635,$481 ,$96 ,14,1,0.02,25
5852187,$272 ,$54 ,3,63,1.29,284
5852739,$785 ,$157 ,7,6,0.13,90
5853292,$764 ,$153 ,1,1,0.02,-1
5853844,$672 ,$134 ,3,47,0.95,126
5854396,$875 ,$175 ,1,25,0.5,307
5854948,$324 ,$65 ,2,14,0.29,404
5855501,"$1,133 ",$227 ,2,100,2.12,5
5856053,$76 ,$15 ,15,33,0.69,84
5856605,$800 ,$160 ,1,107,2.19,315
5857158,$387 ,$77 ,4,11,0.23,284
5857710,$379 ,$76 ,3,35,0.72,385
5858262,$125 ,$25 ,4,32,0.67,157
5858815,$398 ,$80 ,4,152,3.08,364
5859367,$149 ,$30 ,3,35,0.71,1
5859919,$54 ,$11 ,6,2,0.04,250
5860471,$345 ,$69 ,1,1,0.02,314
5861024,"$1,182 ",$236 ,3,208,4.36,23
5861576,"$1,133 ",$227 ,2,0,,304
5862128,$793 ,$159 ,5,4,0.08,180
5862681,$978 ,$196 ,3,55,1.29,114
5863233,$861 ,$172 ,3,108,2.17,219
5863785,$710 ,$142 ,1,0,,135
5864338,"$1,151 ",$230 ,1,0,,382
5864890,$880 ,$176 ,2,42,0.86,278
5865442,$335 ,$67 ,1,1,0.02,245
5865994,$328 ,$66 ,1,7,0.15,152
5866547,$807 ,$161 ,1,1,0.02,383
5867099,$846 ,$169 ,7,1,0.03,259
5867651,$696 ,$139 ,5,2,0.04,117
5868204,$888 ,$178 ,3,6,0.14,132
5868756,$513 ,$103 ,2,25,0.79,21
5869308,"$1,074 ",$215 ,3,1,0.02,219
5869861,$679 ,$136 ,3,27,0.55,414
5870413,$521 ,$104 ,1,5,0.1,290
5870965,$512 ,$102 ,3,181,3.67,260
5871517,$839 ,$168 ,2,6,0.12,376
5872070,$867 ,$173 ,4,28,0.59,364
5872622,"$1,054 ",$211 ,4,6,0.12,21
5873174,$686 ,$137 ,15,9,0.19,9
5873727,"$1,014 ",$203 ,1,10,0.22,201
5874279,$165 ,$33 ,3,3,0.06,152
5874831,$965 ,$193 ,25,1,0.02,320
5875384,$161 ,$32 ,1,0,,221
5875936,$606 ,$121 ,5,7,0.15,214
5876488,$939 ,$188 ,21,24,0.49,183
5877040,"$1,179 ",$236 ,1,0,,161
5877593,$55 ,$11 ,4,16,0.32,227
5878145,$304 ,$61 ,2,53,1.07,195
5878697,$448 ,$90 ,3,7,0.14,422
5879250,$497 ,$99 ,1,0,,29
5879802,"$1,171 ",$234 ,2,85,2.4,190
5880354,"$1,141 ",$228 ,4,1,0.02,187
5880907,$994 ,$199 ,2,262,5.28,306
5881459,$993 ,$199 ,5,2,0.04,236
5882011,$627 ,$125 ,2,28,0.56,321
5882563,$923 ,$185 ,7,4,0.09,237
5883116,$117 ,$23 ,1,1,0.02,328
5883668,$478 ,$96 ,30,6,0.13,30
5884220,$753 ,$151 ,4,0,,390
5884773,$429 ,$86 ,1,0,,143
5885325,$413 ,$83 ,91,42,0.85,46
5885877,$830 ,$166 ,3,0,,420
5886430,$832 ,$166 ,4,12,0.26,157
5886982,$885 ,$177 ,2,48,1,423
5887534,"$1,044 ",$209 ,2,10,0.22,293
5888086,$716 ,$143 ,1,0,,233
5888639,$92 ,$18 ,1,6,0.13,335
5889191,"$1,003 ",$201 ,2,16,0.42,346
5889743,$194 ,$39 ,4,4,0.09,178
5890296,$203 ,$41 ,30,2,0.09,18
5890848,$581 ,$116 ,2,157,3.18,253
5891400,"$1,147 ",$229 ,1,176,3.57,214
5891953,$704 ,$141 ,1,182,3.69,221
5892505,$509 ,$102 ,1,1,0.02,85
5893057,"$1,015 ",$203 ,2,8,0.17,231
5893609,$412 ,$82 ,3,0,,104
5894162,$721 ,$144 ,5,4,0.09,362
5894714,"$1,150 ",$230 ,1,1,0.02,213
5895266,$269 ,$54 ,3,0,,397
5895819,$199 ,$40 ,1,179,3.66,214
5896371,$455 ,$91 ,1,134,3.13,141
5896923,$380 ,$76 ,1,238,4.85,130
5897476,$297 ,$59 ,1,0,,100
5898028,$142 ,$28 ,1,0,,47
5898580,$350 ,$70 ,8,0,,328
5899132,"$1,085 ",$217 ,10,8,0.2,361
5899685,$313 ,$63 ,2,20,0.41,148
5900237,$90 ,$18 ,1,0,,90
5900789,$323 ,$65 ,10,1,0.02,43
5901342,$582 ,$116 ,1,192,3.91,309
5901894,"$1,030 ",$206 ,1,162,3.29,44
5902446,$789 ,$158 ,1,201,4.1,196
5902999,$248 ,$50 ,1,200,4.07,277
5903551,$930 ,$186 ,1,12,0.24,419
5904103,$608 ,$122 ,1,203,4.13,-4
5904655,$835 ,$167 ,1,153,3.16,326
5905208,"$1,027 ",$205 ,1,189,3.86,78
5905760,$617 ,$123 ,3,18,0.37,49
5906312,$595 ,$119 ,2,105,2.12,148
5906865,$414 ,$83 ,8,6,0.13,178
5907417,$620 ,$124 ,5,3,0.06,99
5907969,$738 ,$148 ,1,0,,71
5908522,$569 ,$114 ,2,8,0.16,160
5909074,$421 ,$84 ,1,0,,185
5909626,$710 ,$142 ,5,3,0.06,85
5910178,$700 ,$140 ,7,1,0.02,289
5910731,$666 ,$133 ,6,4,0.08,72
5911283,$583 ,$117 ,2,59,1.22,241
5911835,"$1,108 ",$222 ,5,4,0.09,38
5912388,"$1,073 ",$215 ,2,92,1.87,160
5912940,$892 ,$178 ,5,4,0.08,418
5913492,$582 ,$116 ,6,1,0.1,130
5914045,$667 ,$133 ,2,36,0.83,129
5914597,$234 ,$47 ,21,0,,61
5915149,"$1,155 ",$231 ,1,229,4.65,237
5915701,$716 ,$143 ,1,0,,189
5916254,$62 ,$12 ,4,11,0.23,373
5916806,$888 ,$178 ,4,15,0.31,151
5917358,$140 ,$28 ,2,24,0.49,218
5917911,$397 ,$79 ,5,8,0.17,58
5918463,$142 ,$28 ,1,1,0.02,179
5919015,"$1,177 ",$235 ,5,32,0.65,95
5919568,$484 ,$97 ,6,31,0.63,57
5920120,$616 ,$123 ,1,1,0.02,3
5920672,$122 ,$24 ,1,0,,140
5921224,$885 ,$177 ,3,144,3.02,85
5921777,$647 ,$129 ,1,0,,138
5922329,$388 ,$78 ,14,1,0.02,285
5922881,"$1,180 ",$236 ,4,1,0.02,213
5923434,"$1,188 ",$238 ,1,17,0.39,388
5923986,$50 ,$10 ,1,0,,162
5924538,$197 ,$39 ,3,4,0.09,394
5925091,"$1,158 ",$232 ,4,5,0.1,13
5925643,$666 ,$133 ,1,18,0.39,252
5926195,"$1,063 ",$213 ,2,23,3.65,390
5926747,$66 ,$13 ,5,2,0.04,147
5927300,$637 ,$127 ,4,0,,23
5927852,$288 ,$58 ,14,1,0.02,168
5928404,$530 ,$106 ,2,150,3.34,376
5928957,$88 ,$18 ,1,6,0.12,150
5929509,"$1,194 ",$239 ,3,6,0.16,66
5930061,$863 ,$173 ,1,6,0.12,249
5930614,$178 ,$36 ,3,93,1.9,417
5931166,$559 ,$112 ,1,0,,297
5931718,$356 ,$71 ,2,0,,282
5932270,$683 ,$137 ,20,6,0.23,371
5932823,$576 ,$115 ,4,0,,264
5933375,$524 ,$105 ,3,1,0.02,326
5933927,$67 ,$13 ,1,0,,398
5934480,$676 ,$135 ,3,18,0.38,116
5935032,"$1,007 ",$201 ,3,2,0.05,341
5935584,$124 ,$25 ,2,106,2.29,132
5936137,$983 ,$197 ,2,2,0.04,415
5936689,$119 ,$24 ,2,0,,127
5937241,$423 ,$85 ,4,148,3.01,27
5937793,$231 ,$46 ,2,0,,304
5938346,$645 ,$129 ,7,2,0.05,201
5938898,$503 ,$101 ,1,2,0.04,282
5939450,$688 ,$138 ,14,1,0.02,198
5940003,$377 ,$75 ,2,68,1.39,261
5940555,$576 ,$115 ,2,14,0.33,226
5941107,$204 ,$41 ,3,8,0.16,235
5941660,"$1,093 ",$219 ,2,5,0.1,38
5942212,"$1,087 ",$217 ,2,2,0.05,331
5942764,$59 ,$12 ,29,16,0.36,155
5943316,$600 ,$120 ,2,2,0.04,389
5943869,$769 ,$154 ,1,0,,303
5944421,$375 ,$75 ,3,68,1.38,310
5944973,$451 ,$90 ,2,22,0.45,299
5945526,"$1,026 ",$205 ,3,9,0.66,76
5946078,$911 ,$182 ,1,8,0.17,281
5946630,$818 ,$164 ,30,17,0.36,275
5947183,$503 ,$101 ,4,93,1.93,108
5947735,$713 ,$143 ,2,27,0.55,276
5948287,$492 ,$98 ,1,0,,24
5948839,$390 ,$78 ,15,1,0.02,112
5949392,$137 ,$27 ,3,20,0.41,0
5949944,$177 ,$35 ,1,18,0.38,332
5950496,$630 ,$126 ,1,1,0.02,383
5951049,$949 ,$190 ,2,2,0.05,425
5951601,$617 ,$123 ,2,1,0.02,400
5952153,$784 ,$157 ,2,0,,379
5952706,$235 ,$47 ,2,17,0.35,158
5953258,$468 ,$94 ,2,13,0.27,238
5953810,$318 ,$64 ,1,17,0.35,396
5954362,$910 ,$182 ,1,0,,394
5954915,$610 ,$122 ,1,1,0.02,45
5955467,$345 ,$69 ,3,8,0.17,293
5956019,"$1,172 ",$234 ,5,0,,110
5956572,$892 ,$178 ,1,1,0.02,324
5957124,$553 ,$111 ,2,32,0.68,405
5957676,"$1,164 ",$233 ,1,0,,37
5958229,$529 ,$106 ,2,2,0.04,344
5958781,$812 ,$162 ,3,13,0.27,362
5959333,$802 ,$160 ,1,1,0.02,299
5959885,$291 ,$58 ,2,224,4.7,135
5960438,$182 ,$36 ,2,15,0.4,407
5960990,$467 ,$93 ,27,3,0.06,244
5961542,"$1,184 ",$237 ,5,4,0.11,298
5962095,$184 ,$37 ,30,0,,252
5962647,$287 ,$57 ,3,51,1.07,135
5963199,"$1,163 ",$233 ,3,6,0.13,218
5963752,$527 ,$105 ,7,5,0.1,67
5964304,$404 ,$81 ,1,39,0.82,142
5964856,"$1,056 ",$211 ,1,262,5.37,259
5965408,$850 ,$170 ,2,114,2.86,54
5965961,$936 ,$187 ,1,1,0.05,59
5966513,$979 ,$196 ,12,5,0.14,159
5967065,$604 ,$121 ,2,51,1.04,194
5967618,$276 ,$55 ,7,0,,21
5968170,$75 ,$15 ,5,19,0.39,312
5968722,$883 ,$177 ,7,1,0.04,356
5969275,$898 ,$180 ,30,6,0.13,364
5969827,$254 ,$51 ,1,189,3.9,173
5970379,$150 ,$30 ,3,13,0.26,77
5970931,$917 ,$183 ,1,1,0.02,54
5971484,$189 ,$38 ,1,1,0.02,212
5972036,"$1,090 ",$218 ,1,1,0.03,323
5972588,$806 ,$161 ,3,101,2.08,81
5973141,$158 ,$32 ,1,0,,243
5973693,$97 ,$19 ,4,2,0.04,180
5974245,$187 ,$37 ,1,9,0.18,398
5974798,$206 ,$41 ,30,3,0.07,306
5975350,$592 ,$118 ,3,2,0.04,378
5975902,$703 ,$141 ,30,3,0.06,86
5976454,$737 ,$147 ,1,0,,41
5977007,"$1,023 ",$205 ,1,1,0.02,263
5977559,"$1,007 ",$201 ,1,1,0.02,2
5978111,"$1,042 ",$208 ,7,31,0.66,154
5978664,$548 ,$110 ,1,1,0.03,9
5979216,$322 ,$64 ,5,18,0.4,220
5979768,$810 ,$162 ,3,8,0.17,225
5980321,$841 ,$168 ,1,1,0.02,129
5980873,$633 ,$127 ,2,3,0.07,343
5981425,$598 ,$120 ,2,37,0.81,298
5981977,$395 ,$79 ,2,6,0.13,262
5982530,$509 ,$102 ,5,4,0.36,372
5983082,$912 ,$182 ,3,3,0.06,409
5983634,"$1,158 ",$232 ,2,12,0.24,115
5984187,$185 ,$37 ,1,0,,94
5984739,$424 ,$85 ,14,0,,304
5985291,$193 ,$39 ,2,57,1.17,230
5985844,$50 ,$10 ,3,6,0.13,81
5986396,$696 ,$139 ,7,5,0.11,265
5986948,$582 ,$116 ,4,2,0.06,65
5987500,$81 ,$16 ,5,1,0.02,327
5988053,$403 ,$81 ,8,2,0.04,49
5988605,$155 ,$31 ,30,7,0.2,343
5989157,$320 ,$64 ,4,152,3.26,375
5989710,$835 ,$167 ,3,14,0.29,360
5990262,"$1,097 ",$219 ,4,2,0.04,-3
5990814,"$1,158 ",$232 ,7,7,0.15,85
5991367,$748 ,$150 ,1,0,,310
5991919,"$1,051 ",$210 ,7,28,0.58,272
5992471,$919 ,$184 ,7,3,0.06,176
5993023,$874 ,$175 ,5,1,0.02,363
5993576,"$1,070 ",$214 ,3,0,,413
5994128,$86 ,$17 ,30,1,0.02,121
5994680,$879 ,$176 ,6,6,0.12,29
5995233,"$1,132 ",$226 ,3,22,0.46,295
5995785,$903 ,$181 ,1,15,0.31,320
5996337,$651 ,$130 ,14,3,0.06,120
5996890,$273 ,$55 ,2,57,1.17,281
5997442,$678 ,$136 ,1,8,0.16,394
5997994,$883 ,$177 ,1,0,,103
5998546,$565 ,$113 ,7,8,0.21,277
5999099,$933 ,$187 ,5,11,0.23,240
5999651,$456 ,$91 ,3,5,0.1,123
6000203,"$1,052 ",$210 ,2,57,1.18,131
6000756,$431 ,$86 ,7,0,,178
6001308,$838 ,$168 ,8,3,0.06,380
6001860,"$1,046 ",$209 ,14,0,,387
6002413,$140 ,$28 ,3,2,0.04,406
6002965,$361 ,$72 ,3,1,0.02,380
6003517,$861 ,$172 ,15,0,,310
6004069,$454 ,$91 ,1,1,0.02,97
6004622,$528 ,$106 ,1,0,,411
6005174,"$1,130 ",$226 ,31,4,0.12,42
6005726,$406 ,$81 ,5,1,0.02,341
6006279,$712 ,$142 ,1,70,1.43,303
6006831,$138 ,$28 ,3,0,,170
6007383,$467 ,$93 ,2,14,0.29,149
6007936,$867 ,$173 ,1,3,0.06,153
6008488,$728 ,$146 ,1,5,0.1,393
6009040,$255 ,$51 ,4,1,0.03,20
6009592,$231 ,$46 ,5,3,0.06,291
6010145,$995 ,$199 ,1,4,0.09,63
6010697,$271 ,$54 ,1,0,,382
6011249,"$1,106 ",$221 ,14,48,1.02,195
6011802,$683 ,$137 ,3,2,0.04,54
6012354,$351 ,$70 ,30,4,0.09,331
6012906,"$1,090 ",$218 ,4,1,0.03,169
6013459,$887 ,$177 ,2,118,2.51,87
6014011,$312 ,$62 ,4,10,0.21,407
6014563,$389 ,$78 ,1,20,0.42,131
6015115,$823 ,$165 ,20,42,1.12,92
6015668,$715 ,$143 ,3,29,0.75,308
6016220,"$1,186 ",$237 ,3,10,0.21,94
6016772,$647 ,$129 ,3,2,0.05,108
6017325,$396 ,$79 ,3,20,0.47,319
6017877,$861 ,$172 ,2,23,0.49,338
6018429,$559 ,$112 ,30,76,1.57,219
6018982,"$1,170 ",$234 ,1,0,,421
6019534,$605 ,$121 ,1,2,0.04,368
6020086,$372 ,$74 ,7,1,0.02,94
6020638,$365 ,$73 ,4,0,,206
6021191,$330 ,$66 ,1,0,,49
6021743,"$1,018 ",$204 ,4,1,0.02,352
6022295,$433 ,$87 ,14,9,0.19,378
6022848,$179 ,$36 ,2,29,0.59,31
6023400,$95 ,$19 ,7,1,0.02,290
6023952,$495 ,$99 ,7,1,0.02,211
6024505,$245 ,$49 ,30,12,0.27,256
6025057,$551 ,$110 ,30,12,0.26,385
6025609,$802 ,$160 ,2,8,0.16,272
6026161,$105 ,$21 ,30,2,0.21,157
6026714,$285 ,$57 ,30,6,0.14,67
6027266,$586 ,$117 ,30,10,0.22,211
6027818,$539 ,$108 ,30,9,0.2,411
6028371,$806 ,$161 ,30,8,0.27,411
6028923,$479 ,$96 ,1,7,0.14,215
6029475,$424 ,$85 ,30,10,0.26,129
6030028,$967 ,$193 ,30,17,0.38,164
6030580,$419 ,$84 ,2,0,,351
6031132,$878 ,$176 ,7,2,0.04,367
6031684,$577 ,$115 ,4,4,0.08,198
6032237,$927 ,$185 ,7,12,0.25,37
6032789,"$1,007 ",$201 ,3,0,,306
6033341,$561 ,$112 ,1,1,0.02,130
6033894,"$1,033 ",$207 ,3,12,0.26,103
6034446,"$1,116 ",$223 ,1,108,2.23,225
6034998,$160 ,$32 ,2,1,0.05,43
6035551,"$1,135 ",$227 ,1,5,0.1,369
6036103,"$1,056 ",$211 ,1,6,0.13,269
6036655,$417 ,$83 ,2,24,0.5,375
6037207,$495 ,$99 ,1,1,0.02,70
6037760,$819 ,$164 ,1,1,0.02,211
6038312,$782 ,$156 ,5,3,0.06,250
6038864,$456 ,$91 ,1,142,4.22,1
6039417,$557 ,$111 ,1,0,,111
6039969,$110 ,$22 ,30,9,0.24,253
6040521,$196 ,$39 ,30,7,0.19,22
6041074,$686 ,$137 ,13,20,0.41,101
6041626,"$1,113 ",$223 ,1,0,,112
6042178,$400 ,$80 ,2,12,0.25,0
6042730,"$1,006 ",$201 ,3,1,0.02,215
6043283,$388 ,$78 ,2,25,0.51,342
6043835,$260 ,$52 ,2,1,0.02,279
6044387,$291 ,$58 ,2,142,3.05,414
6044940,$427 ,$85 ,1,0,,368
6045492,$406 ,$81 ,1,0,,281
6046044,$562 ,$112 ,1,2,0.04,368
6046597,"$1,185 ",$237 ,1,11,0.25,286
6047149,$780 ,$156 ,30,2,0.04,421
6047701,$577 ,$115 ,3,173,3.52,392
6048253,$386 ,$77 ,2,1,0.02,388
6048806,$971 ,$194 ,1,0,,373
6049358,$518 ,$104 ,2,0,,412
6049910,$719 ,$144 ,2,15,0.31,210
6050463,$61 ,$12 ,15,5,0.26,421
6051015,$845 ,$169 ,1,3,0.06,387
6051567,$276 ,$55 ,7,26,0.54,55
6052120,$833 ,$167 ,2,4,0.19,407
6052672,$492 ,$98 ,14,2,0.06,350
6053224,"$1,123 ",$225 ,6,1,0.02,15
6053776,$316 ,$63 ,1,0,,374
6054329,$82 ,$16 ,3,4,0.1,206
6054881,$955 ,$191 ,3,1,0.04,217
6055433,"$1,014 ",$203 ,4,5,0.1,116
6055986,$212 ,$42 ,100,2,0.04,233
6056538,$541 ,$108 ,4,4,0.09,380
6057090,"$1,093 ",$219 ,6,61,1.27,105
6057643,"$1,175 ",$235 ,3,22,0.45,150
6058195,"$1,022 ",$204 ,1,0,,118
6058747,"$1,177 ",$235 ,2,155,3.17,130
6059299,$151 ,$30 ,7,0,,188
6059852,"$1,176 ",$235 ,1,2,0.04,113
6060404,$70 ,$14 ,1,1,0.02,73
6060956,$995 ,$199 ,2,46,0.94,373
6061509,$323 ,$65 ,2,1,0.03,106
6062061,$821 ,$164 ,4,40,0.83,93
6062613,$446 ,$89 ,3,5,0.11,201
6063166,$573 ,$115 ,2,18,0.37,192
6063718,$590 ,$118 ,5,0,,103
6064270,$271 ,$54 ,1,0,,237
6064822,$618 ,$124 ,1,4,0.08,38
6065375,$942 ,$188 ,7,2,0.04,374
6065927,$129 ,$26 ,21,4,0.09,313
6066479,$412 ,$82 ,1,0,,44
6067032,$743 ,$149 ,1,0,,92
6067584,$853 ,$171 ,2,17,0.55,348
6068136,$234 ,$47 ,3,3,0.06,65
6068689,$673 ,$135 ,2,94,2.16,384
6069241,"$1,086 ",$217 ,2,4,0.08,142
6069793,$203 ,$41 ,7,0,,95
6070345,$533 ,$107 ,20,29,0.59,309
6070898,$557 ,$111 ,7,1,0.02,299
6071450,$679 ,$136 ,3,3,0.06,92
6072002,$893 ,$179 ,3,125,2.6,133
6072555,"$1,098 ",$220 ,3,5,0.1,364
6073107,$441 ,$88 ,1,0,,-6
6073659,$690 ,$138 ,1,1,0.02,326
6074212,$856 ,$171 ,1,0,,286
6074764,$816 ,$163 ,1,0,,161
6075316,$162 ,$32 ,5,1,0.02,133
6075868,$605 ,$121 ,2,55,1.12,192
6076421,$866 ,$173 ,5,25,0.53,301
6076973,$705 ,$141 ,2,95,1.96,234
6077525,$440 ,$88 ,4,5,0.1,290
6078078,"$1,049 ",$210 ,7,0,,34
6078630,$985 ,$197 ,1,184,3.86,407
6079182,$696 ,$139 ,1,0,,129
6079735,$816 ,$163 ,1,76,1.61,79
6080287,$636 ,$127 ,1,0,,380
6080839,$797 ,$159 ,6,6,0.13,89
